tag,question_id,title,view_count,tags,creation_timestamp,creation_date,question_view_count_rank,total_valid_questions,tag_offset
android-actionbar,8312344,How to add a Dropdown item on the action bar,101644,android|android-layout|android-3.0-honeycomb|android-actionbar|android-spinner,2011-11-29 14:23:32.167,1322576612167000,31,3962,7
android-actionbar,35810229,How to display and set click event on Back Arrow on Toolbar?,100948,java|android|android-actionbar|android-toolbar|android-menu,2016-03-05 05:00:26.710,1457154026710000,32,3962,7
android-actionbar,18010072,Menu Items are not showing on Action Bar,93010,android|android-actionbar,2013-08-02 06:22:37.090,1375424557090000,33,3962,7
android-actionbar,17439683,How to change action bar size,92384,android|android-actionbar,2013-07-03 04:28:02.760,1372825682760000,34,3962,7
android-actionbar,17791388,Changing action bar searchview hint text color,83859,android|search|android-actionbar,2013-07-22 15:22:01.443,1374506521443000,35,3962,7
android-actionbar,16150205,Android action bar home button,82670,android|android-actionbar,2013-04-22 14:55:20.080,1366642520080000,36,3962,7
android-actionbar,29877692,Why was ActionBarActivity deprecated,81905,android|android-actionbar|deprecated|android-actionbaractivity,2015-04-26 12:36:19.593,1430051779593000,37,3962,7
android-actionbar,7765184,How can I refresh the ActionBar when onPrepareOptionsMenu switched menu entries?,80820,android|menu|android-actionbar,2011-10-14 08:49:45.553,1318582185553000,38,3962,7
android-actionbar,9286822,How to force use of overflow menu on devices with menu button,78840,android|android-actionbar,2012-02-15 01:43:59.900,1329270239900000,39,3962,7
android-actionbar,18015010,Action Bar menu item text color,78077,android|android-actionbar|android-menu|android-styles,2013-08-02 10:45:12.850,1375440312850000,40,3962,7
android-actionbar,24482825,Changing Navigation drawer icon on action bar android,78055,android|android-actionbar|icons|navigation-drawer,2014-06-30 04:10:39.303,1404101439303000,41,3962,7
android-actionbar,26558705,Material Design Transparent ActionBar,73742,android|android-actionbar|android-5.0-lollipop,2014-10-25 02:10:52.663,1414203052663000,42,3962,7
android-actionbar,17919933,Action bar does not show,70684,android|android-actionbar,2013-07-29 09:05:23.047,1375088723047000,43,3962,7
android-actionbar,21504088,How to hide action bar for fragment?,70029,android|android-actionbar,2014-02-01 21:49:05.953,1391291345953000,44,3962,7
android-actionbar,18374183,How To show icons in Overflow menu in ActionBar,68051,android|actionbarsherlock|android-actionbar|android-menu,2013-08-22 07:27:38.210,1377156458210000,45,3962,7
android-actionbar,18909273,How to change color of Selected Tab,67303,android|android-actionbar,2013-09-20 05:14:15.423,1379654055423000,46,3962,7
android-actionbar,23294954,Android Navigation Drawer on top ActionBar,66859,android|navigation|android-actionbar|drawer,2014-04-25 13:44:13.550,1398433453550000,47,3962,7
android-actionbar,12897071,How to change size of title's text on Action Bar?,66857,java|android|android-actionbar|text-size,2012-10-15 13:51:55.140,1350309115140000,48,3962,7
android-actionbar,15035861,(Deprecated) Fragment onOptionsItemSelected not being called,66048,android|android-fragments|android-actionbar,2013-02-23 01:13:24.863,1361582004863000,49,3962,7
android-actionbar,38189198,how to use setSupportActionBar in fragment,62490,android|android-fragments|android-actionbar,2016-07-04 16:39:15.027,1467650355027000,50,3962,7
google-maps,9050345,Selecting last element in JavaScript array,1321617,javascript|arrays|google-maps|google-maps-markers,2012-01-29 02:11:43.727,1327803103727000,1,22740,8
google-maps,2330197,How to disable mouse scroll wheel scaling with Google Maps API,552487,jquery|google-maps|google-maps-api-3|jquery-plugins,2010-02-24 22:39:35.047,1267051175047000,2,22740,8
google-maps,1544739,Google Maps API v3: How to remove all markers?,541038,javascript|html|google-maps|google-maps-api-3,2009-10-09 16:13:53.910,1255104833910000,3,22740,8
google-maps,2472957,How can I change the color of a Google Maps marker?,478265,google-maps|google-maps-api-2,2010-03-18 19:57:41.617,1268942261617000,4,22740,8
google-maps,1300838,How to convert an address into a Google Maps Link (NOT MAP),473752,google-maps|hyperlink|google-maps-urls,2009-08-19 15:42:29.353,1250696549353000,5,22740,8
google-maps,9409195,How to get complete address from latitude and longitude?,461886,android|google-maps|location,2012-02-23 08:06:23.567,1329984383567000,6,22740,8
google-maps,1556921,Google Map API v3 — set bounds and center,396645,javascript|google-maps|google-maps-api-3,2009-10-12 21:02:31.600,1255381351600000,7,22740,8
google-maps,1801732,How do I link to Google Maps with a particular longitude and latitude?,382006,html|google-maps,2009-11-26 05:39:23.133,1259213963133000,8,22740,8
google-maps,50977913,"Google Maps shows ""For development purposes only""",381419,html|google-maps|google-maps-api-3,2018-06-21 21:52:29.157,1529617949157000,9,22740,8
google-maps,2662531,Launching Google Maps Directions via an intent on Android,359859,java|android|google-maps|android-intent,2010-04-18 14:27:41.470,1271600861470000,10,22740,8
google-maps,4013606,"Google Maps: how to get country, state/province/region, city given a lat/long value?",316836,google-maps|geolocation|google-maps-api-3|geocoding,2010-10-25 10:18:45.313,1288001925313000,11,22740,8
google-maps,825794,Draw radius around a point in Google map,278892,javascript|google-maps|geometry|drawing,2009-05-05 16:35:55.787,1241541355787000,12,22740,8
google-maps,19353255,How to put Google Maps V2 on a Fragment using ViewPager,263732,android|google-maps|android-fragments,2013-10-14 03:48:36.047,1381722516047000,13,22740,8
google-maps,6548504,How can I get city name from a latitude and longitude point?,254162,javascript|node.js|google-maps|geocoding|latitude-longitude,2011-07-01 13:21:11.340,1309526471340000,14,22740,8
google-maps,3860277,Google Maps: How to create a custom InfoWindow?,252498,javascript|html|css|google-maps,2010-10-05 01:23:25.520,1286241805520000,15,22740,8
google-maps,5634991,Styling Google Maps InfoWindow,229770,css|google-maps,2011-04-12 12:13:12.490,1302610392490000,16,22740,8
google-maps,2296377,How to get city name from latitude and longitude coordinates in Google Maps?,215555,android|google-maps|reverse-geocoding,2010-02-19 12:57:48.003,1266584268003000,17,22740,8
google-maps,1555253,How to make an autocomplete address field with google maps api?,209312,javascript|jquery|google-maps,2009-10-12 15:33:15.290,1255361595290000,18,22740,8
google-maps,832692,How can I check whether Google Maps is fully loaded?,207547,javascript|html|google-maps,2009-05-07 02:57:26.500,1241665046500000,19,22740,8
google-maps,5959788,Google Maps API V3 : How show the direction from a point A to point B (Blue line)?,206034,javascript|google-maps|google-maps-api-3,2011-05-11 05:45:09.590,1305092709590000,20,22740,8
google-maps,5290336,Getting Lat/Lng from Google marker,202735,javascript|google-maps|google-maps-markers,2011-03-13 15:31:03.353,1300030263353000,21,22740,8
google-maps,19511597,How to get address location from latitude and longitude in Google Map.?,200194,javascript|php|google-maps,2013-10-22 07:25:04.973,1382426704973000,22,22740,8
google-maps,5100324,How to get the Google Map based on Latitude on Longitude?,195491,google-maps|latitude-longitude,2011-02-24 04:24:01.157,1298521441157000,23,22740,8
google-maps,3490622,Get latitude and longitude based on location name with Google Autocomplete API,194026,javascript|google-maps|geocoding|latitude-longitude,2010-08-16 04:39:57.553,1281933597553000,24,22740,8
google-maps,1941260,Google Maps API v3: How do I dynamically change the marker icon?,191728,javascript|google-maps|google-maps-api-3,2009-12-21 16:51:53.663,1261414313663000,25,22740,8
google-maps,3574644,How can I find the latitude and longitude from address?,188850,android|google-maps|google-geocoder,2010-08-26 11:31:34.470,1282822294470000,26,22740,8
google-maps,24413766,How to use SVG markers in Google Maps API v3,188291,google-maps|google-maps-api-3|svg,2014-06-25 16:14:23.503,1403712863503000,27,22740,8
google-maps,14226453,Google Maps API v2: How to make markers clickable?,184439,android|google-maps|google-maps-android-api-2,2013-01-09 00:28:38.127,1357691318127000,28,22740,8
google-maps,6582834,Use a URL to link to a Google map with a marker on it,183796,google-maps|google-maps-markers|google-maps-urls,2011-07-05 12:43:09.297,1309869789297000,29,22740,8
google-maps,46991237,How to import JSON File into a TypeScript file?,183208,json|angular|google-maps|typescript|maps,2017-10-28 15:15:24.427,1509203724427000,30,22740,8
google-maps,743214,How do I resize a Google Map with JavaScript after it has loaded?,178949,javascript|css|google-maps,2009-04-13 06:54:46.663,1239605686663000,31,22740,8
google-maps,39329874,Googlemaps API Key for Localhost,177570,google-maps|google-maps-api-3|api-key,2016-09-05 11:42:52.920,1473075772920000,32,22740,8
google-maps,6048975,Google Maps V3 - How to calculate the zoom level for a given bounds,174605,google-maps|google-maps-api-3,2011-05-18 17:57:35.590,1305741455590000,33,22740,8
google-maps,6205827,How to open standard Google Map application from my application?,172825,android|google-maps,2011-06-01 18:17:21.100,1306952241100000,34,22740,8
google-maps,14828217,Android map v2 zoom to show all the markers,169448,android|google-maps|google-maps-api-2|google-maps-android-api-2,2013-02-12 08:17:28.260,1360657048260000,35,22740,8
google-maps,16536414,How to use MapView in android using google map V2?,166814,android|google-maps,2013-05-14 06:22:53.693,1368512573693000,36,22740,8
google-maps,4074520,How to Display Multiple Google Maps per page with API V3,164471,javascript|google-maps|google-maps-api-3,2010-11-02 02:29:31.000,1288664971000000,37,22740,8
google-maps,2176397,Drawing a line/path on Google Maps,164330,android|google-maps|overlay|android-mapview|draw,2010-02-01 11:49:27.970,1265024967970000,38,22740,8
google-maps,8428209,Show Current Location and Nearby Places and Route between two places using Google Maps API in Android,161843,android|google-maps|google-places-api,2011-12-08 08:33:44.977,1323333224977000,39,22740,8
google-maps,2223574,Google Maps: Auto close open InfoWindows?,161067,javascript|google-maps|google-maps-api-3,2010-02-08 17:37:55.117,1265650675117000,40,22740,8
google-maps,5072059,Polygon Drawing and Getting Coordinates with Google Map API v3,159870,google-maps|polygon,2011-02-21 22:34:22.450,1298327662450000,41,22740,8
google-maps,5807063,Url to a google maps page to show a pin given a latitude / longitude?,158701,html|google-maps,2011-04-27 16:00:25.397,1303920025397000,42,22740,8
google-maps,10089447,jQuery Ajax Request inside Ajax Request,157421,jquery|ajax|google-maps|instagram,2012-04-10 13:10:38.673,1334063438673000,43,22740,8
google-maps,31861822,Google Maps how to Show city or an Area outline,151050,google-maps|google-maps-api-3,2015-08-06 17:10:11.807,1438881011807000,44,22740,8
google-maps,34582370,How can I show current location on a Google Map on Android Marshmallow?,146886,android|google-maps|google-maps-android-api-2,2016-01-03 22:27:53.377,1451860073377000,45,22740,8
google-maps,18425141,Android Google Maps API V2 Zoom to Current Location,137470,android|google-maps|location|google-maps-android-api-2,2013-08-25 02:39:59.630,1377398399630000,46,22740,8
google-maps,17290256,Get google map link with latitude/longitude,137465,google-maps,2013-06-25 06:08:53.447,1372140533447000,47,22740,8
google-maps,7865446,Google maps Places API V3 autocomplete - select first option on enter,135449,javascript|google-maps|autocomplete|google-maps-api-3,2011-10-23 09:54:37.730,1319363677730000,48,22740,8
google-maps,2436484,How can I create numbered map markers in Google Maps V3?,131626,javascript|google-maps|google-maps-api-3,2010-03-12 23:10:44.910,1268435444910000,49,22740,8
google-maps,15421369,Responsive Google Map?,131518,google-maps|responsive-design,2013-03-14 22:24:33.370,1363299873370000,50,22740,8
android-asynctask,9671546,AsyncTask Android example,1048346,android|android-asynctask,2012-03-12 17:09:39.727,1331572179727000,1,3146,9
android-asynctask,3028306,"Download a file with Android, and showing the progress in a ProgressDialog",609809,java|android|download|android-asynctask,2010-06-12 10:22:56.903,1276338176903000,2,3146,9
android-asynctask,1560788,How to check internet access on Android? InetAddress never times out,505738,java|android|android-asynctask|android-networking,2009-10-13 14:59:51.580,1255445991580000,3,3146,9
android-asynctask,12575068,How to get the result of OnPostExecute() to main activity because AsyncTask is a separate class?,302448,android|android-asynctask,2012-09-25 01:26:26.120,1348536386120000,4,3146,9
android-asynctask,5442183,"Using the ""animated circle"" in an ImageView while loading stuff",292898,android|loading|android-asynctask|geometry,2011-03-26 12:03:24.407,1301141004407000,5,3146,9
android-asynctask,9458258,Return a value from AsyncTask in Android,208877,java|android|asynchronous|android-asynctask|return,2012-02-26 23:19:31.730,1330298371730000,6,3146,9
android-asynctask,27086808,Android check null or empty string in Android,188098,android|android-asynctask|android-fragmentactivity,2014-11-23 07:59:45.280,1416729585280000,7,3146,9
android-asynctask,3075009,Android: How can I pass parameters to AsyncTask's onPreExecute()?,152487,android|methods|parameters|android-asynctask,2010-06-19 09:23:15.863,1276939395863000,8,3146,9
android-asynctask,58767733,The AsyncTask API is deprecated in Android 11. What are the alternatives?,148044,java|android|kotlin|android-asynctask|kotlin-coroutines,2019-11-08 13:43:02.697,1573220582697000,9,3146,9
android-asynctask,6964011,Handler vs AsyncTask vs Thread,147442,android|multithreading|android-asynctask|android-handler,2011-08-06 00:37:44.740,1312591064740000,10,3146,9
android-asynctask,2735102,Ideal way to cancel an executing AsyncTask,139932,android|android-asynctask,2010-04-29 06:08:09.447,1272521289447000,11,3146,9
android-asynctask,7821284,How to stop asynctask thread in android?,105807,android|android-asynctask,2011-10-19 12:26:47.273,1319027207273000,12,3146,9
android-asynctask,4195609,"Passing arguments to AsyncTask, and returning results",101010,android|return|android-asynctask|progressdialog,2010-11-16 15:14:42.343,1289920482343000,13,3146,9
android-asynctask,44525388,AsyncTask in Android with Kotlin,100629,android|kotlin|android-asynctask|kotlin-coroutines,2017-06-13 15:11:24.510,1497366684510000,14,3146,9
android-asynctask,44309241,Warning: This AsyncTask class should be static or leaks might occur,96796,android|android-asynctask|android-runonuithread,2017-06-01 13:42:55.263,1496324575263000,15,3146,9
android-asynctask,4748964,Android - Cancel AsyncTask Forcefully,94373,android|android-asynctask,2011-01-20 15:26:47.920,1295537207920000,16,3146,9
android-asynctask,14250989,How to use AsyncTask correctly in Android,89687,android|android-asynctask,2013-01-10 04:47:54.343,1357793274343000,17,3146,9
android-asynctask,16920942,getting context in AsyncTask,75705,android|android-asynctask|toast|android-context,2013-06-04 14:51:03.517,1370357463517000,18,3146,9
android-asynctask,2531336,AsyncTask won't stop even when the Activity has destroyed,73212,android|android-asynctask,2010-03-27 23:33:13.740,1269732793740000,19,3146,9
android-asynctask,8417885,Android Fragments. Retaining an AsyncTask during screen rotation or configuration change,56979,android|android-fragments|progressdialog|android-asynctask|android-support-library,2011-12-07 15:29:49.193,1323271789193000,20,3146,9
android-asynctask,5457493,AsyncTask return value,55241,android|return-value|android-asynctask,2011-03-28 10:13:50.113,1301307230113000,21,3146,9
android-asynctask,20279216,AsyncTaskLoader basic example. (Android),53930,android|android-asynctask|android-handler,2013-11-29 05:50:51.487,1385704251487000,22,3146,9
android-asynctask,7120813,AsyncTaskLoader vs AsyncTask,51558,android|android-asynctask|android-loadermanager,2011-08-19 11:20:26.933,1313752826933000,23,3146,9
android-asynctask,14161892,Retrieve Context from a fragment,49231,java|android|android-fragments|android-asynctask|android-context,2013-01-04 17:28:46.370,1357320526370000,24,3146,9
android-asynctask,18854060,How to implement progressBar while loading data?,49150,android|background|android-asynctask|android-progressbar,2013-09-17 15:35:02.973,1379432102973000,25,3146,9
android-asynctask,23978400,How to update ui from asynctask,45383,android|android-asynctask|android-handler|android-json,2014-06-01 09:23:37.440,1401614617440000,26,3146,9
android-asynctask,29937556,AsyncTask execute() or executeOnExecutor()?,44333,android|android-asynctask,2015-04-29 07:53:58.377,1430294038377000,27,3146,9
android-asynctask,9900834,How to pass variables in and out of AsyncTasks?,42850,android|android-asynctask,2012-03-28 03:41:25.077,1332906085077000,28,3146,9
android-asynctask,18069678,How to use asynctask to display a progress bar that counts down?,40404,android|android-asynctask|android-ui|countdown,2013-08-05 23:53:44.990,1375746824990000,29,3146,9
android-asynctask,10737016,Using AsyncTask to start activity,39630,android|android-asynctask,2012-05-24 11:55:43.040,1337860543040000,30,3146,9
android-asynctask,9296539,Android: RunOnUiThread vs AsyncTask,39499,android|multithreading|performance|android-asynctask,2012-02-15 15:49:24.480,1329320964480000,31,3146,9
android-asynctask,10570243,"AsyncTask - after execution, how to update view?",38171,android|android-asynctask,2012-05-13 08:12:47.030,1336896767030000,32,3146,9
android-asynctask,9118015,How to correctly start activity from PostExecute in Android?,37304,android|android-activity|android-asynctask,2012-02-02 18:41:02.097,1328208062097000,33,3146,9
android-asynctask,11752961,"How to show a progress spinner in android, when doInBackground() is being executed",36920,android|android-asynctask,2012-08-01 05:23:00.507,1343798580507000,34,3146,9
android-asynctask,30416158,Android: Alternatives to AsyncTask?,36642,android|android-asynctask|frameworks,2015-05-23 18:24:49.913,1432405489913000,35,3146,9
android-asynctask,18913419,How to use AsyncTask in Services in Android?,36499,android|asynchronous|service|android-asynctask,2013-09-20 09:36:00.340,1379669760340000,36,3146,9
android-asynctask,12341840,Android Progress bar on ImageView,35957,android|android-asynctask|progress-bar,2012-09-09 18:39:48.680,1347215988680000,37,3146,9
android-asynctask,12015130,Android Calling Async Task in an activity,35904,android|class|android-activity|android-asynctask,2012-08-18 01:41:26.990,1345254086990000,38,3146,9
android-asynctask,26890618,AsyncTask ; doInbackground() not called after calling method onPreExecute(),35553,android|android-asynctask,2014-11-12 15:31:26.170,1415806286170000,39,3146,9
android-asynctask,5335665,Avoid reloading activity with asynctask on orientation change in android,34513,android|android-asynctask|screen-orientation,2011-03-17 06:30:06.240,1300343406240000,40,3146,9
android-asynctask,5832699,AsyncTask onPreExecute progressdialog,33581,android|android-asynctask,2011-04-29 13:30:06.337,1304083806337000,41,3146,9
android-asynctask,21194762,"What is the different between Handler, Runnable, and Threads?",33385,java|android|multithreading|android-asynctask|thread-safety,2014-01-17 19:59:19.360,1389988759360000,42,3146,9
android-asynctask,28549315,Login Example in Android using POST method using REST API,30158,android|json|android-asynctask,2015-02-16 19:54:30.510,1424116470510000,43,3146,9
android-asynctask,9893813,Can an Android AsyncTask doInBackground be synchronized to serialize the task execution?,29139,android|synchronization|android-asynctask,2012-03-27 16:35:35.233,1332866135233000,44,3146,9
android-asynctask,23348812,Android Retrofit - onProgressUpdate for showing Progress Notification,28987,android|android-asynctask|retrofit,2014-04-28 18:41:18.770,1398710478770000,45,3146,9
android-asynctask,15167152,Should I use AsyncTask or IntentService for my application?,28896,android|google-maps|android-asynctask|intentservice,2013-03-01 21:26:37.913,1362173197913000,46,3146,9
android-asynctask,15739635,How to return value from async task in android,28300,android|android-asynctask,2013-04-01 07:45:35.053,1364802335053000,47,3146,9
android-asynctask,4429043,how to stop ASyncTask thread in android,28129,android|multithreading|android-asynctask,2010-12-13 12:59:35.897,1292245175897000,48,3146,9
android-asynctask,15719942,Get JSON in AsyncTask Android,28072,android|multithreading|android-asynctask,2013-03-30 15:02:11.000,1364655731000000,49,3146,9
android-asynctask,6343064,AsyncTask's doInBackground(Params... params),27961,android|syntax|parameters|android-asynctask,2011-06-14 11:54:36.843,1308052476843000,50,3146,9
